original_name,gbif_id,gbif_accepted_id,gbif_accepted_name,kingdom,genus,species,gbif_key,family
Culcitium canescens,3108405,,Culcitium canescens Humb. & Bonpl.,Plantae,Culcitium,Culcitium canescens,3108405,Asteraceae
Cuscuta reflexa,2927545,,Cuscuta reflexa Roxb.,Plantae,Cuscuta,Cuscuta reflexa,2927545,Convolvulaceae
Cussonia spicata,3035241,,Cussonia spicata Thunb.,Plantae,Cussonia,Cussonia spicata,3035241,Araliaceae
Cycas beddomei,2683283,,Cycas beddomei Dyer,Plantae,Cycas,Cycas beddomei,2683283,Cycadaceae
Cylicodaphne sebifera,4180191,7304140,Cylicodaphne sebifera (Willd.) Blume,Plantae,Litsea,Litsea glutinosa,7304140,Lauraceae
Cynara cardunculus,3112364,,Cynara cardunculus L.,Plantae,Cynara,Cynara cardunculus,3112364,Asteraceae
Cyphostemma juttae,4054801,,Cyphostemma juttae (Dinter & Gilg) Desc.,Plantae,Cyphostemma,Cyphostemma juttae,4054801,Vitaceae
Cypripedium acaule,2820380,,Cypripedium acaule Aiton,Plantae,Cypripedium,Cypripedium acaule,2820380,Orchidaceae
Cytisus scoparius,5354656,,Cytisus scoparius (L.) Link,Plantae,Cytisus,Cytisus scoparius,5354656,Fabaceae
Dacrydium biforme,5285883,2687298,Dacrydium biforme (Hook.) Pilg.,Plantae,Halocarpus,Halocarpus biformis,2687298,Podocarpaceae
Delphinium campylocentrum,3922563,,Delphinium campylocentrum Maxim.,Plantae,Delphinium,Delphinium campylocentrum,3922563,Ranunculaceae
Derris trifoliata,5350336,,Derris trifoliata Lour.,Plantae,Derris,Derris trifoliata,5350336,Fabaceae
Dianthus armeria,3085413,,Dianthus armeria L.,Plantae,Dianthus,Dianthus armeria,3085413,Caryophyllaceae
Dichrostachys cinerea,2975891,,Dichrostachys cinerea (L.) Wight & Arn.,Plantae,Dichrostachys,Dichrostachys cinerea,2975891,Fabaceae
Diospyros argentea,4071149,,Diospyros argentea Griff.,Plantae,Diospyros,Diospyros argentea,4071149,Ebenaceae
Diospyros blancoi,3032974,,Diospyros blancoi A.DC.,Plantae,Diospyros,Diospyros blancoi,3032974,Ebenaceae
Diospyros ebenum,3032979,,Diospyros ebenum J.Koenig ex Retz.,Plantae,Diospyros,Diospyros ebenum,3032979,Ebenaceae
Diospyros eriantha,4069816,,Diospyros eriantha Champ. ex Benth.,Plantae,Diospyros,Diospyros eriantha,4069816,Ebenaceae
Diospyros ismailii,4071444,,Diospyros ismailii Ng,Plantae,Diospyros,Diospyros ismailii,4071444,Ebenaceae
Diospyros kaki,3032984,,Diospyros kaki L.f.,Plantae,Diospyros,Diospyros kaki,3032984,Ebenaceae
Diospyros lotus,3032980,,Diospyros lotus L.,Plantae,Diospyros,Diospyros lotus,3032980,Ebenaceae
Diospyros maingayi,4069965,,Diospyros maingayi (Hiern) Bakh.,Plantae,Diospyros,Diospyros maingayi,4069965,Ebenaceae
Diospyros mollis,4070936,,Diospyros mollis Griff.,Plantae,Diospyros,Diospyros mollis,4070936,Ebenaceae
Diospyros siamang,4070817,,Diospyros siamang Bakh.,Plantae,Diospyros,Diospyros siamang,4070817,Ebenaceae
Diospyros singaporensis,4070675,,Diospyros singaporensis Bakh.,Plantae,Diospyros,Diospyros singaporensis,4070675,Ebenaceae
Diospyros sumatrana,4070138,,Diospyros sumatrana Miq.,Plantae,Diospyros,Diospyros sumatrana,4070138,Ebenaceae
Diospyros wallichii,4070464,,Diospyros wallichii King & Gamble,Plantae,Diospyros,Diospyros wallichii,4070464,Ebenaceae
Disepalum plagioneurum,3154699,,Disepalum plagioneurum (Diels) D.M.Johnson,Plantae,Disepalum,Disepalum plagioneurum,3154699,Annonaceae
Doellingeria umbellata var. umbellata,7222654,,Doellingeria umbellata var. umbellata,Plantae,Doellingeria,Doellingeria umbellata,7222654,Asteraceae
Dolichandrone crispa,4091183,8339793,Dolichandrone crispa (Buch.-Ham. ex Roxb.) Seem.,Plantae,Dolichandrone,Dolichandrone atrovirens,8339793,Bignoniaceae
Dorstenia bahiensis,3766013,,Dorstenia bahiensis Klotzsch,Plantae,Dorstenia,Dorstenia bahiensis,3766013,Moraceae
Dorstenia brasiliensis,7262704,,Dorstenia brasiliensis Lam.,Plantae,Dorstenia,Dorstenia brasiliensis,7262704,Moraceae
Dorstenia bryoniaefolia,8831339,3765521,Dorstenia bryoniaefolia Mart.,Plantae,Dorstenia,Dorstenia cayapia,3765521,Moraceae
Dorstenia carautae,3765667,,Dorstenia carautae C.C.Berg,Plantae,Dorstenia,Dorstenia carautae,3765667,Moraceae
Dorstenia cayapia,7262682,,Dorstenia cayapia Vell.,Plantae,Dorstenia,Dorstenia cayapia,7262682,Moraceae
Dryopteris crenata,5654638,11373987,Dryopteris crenata (Forssk.) Kuntze,Plantae,Hypodematium,Hypodematium chrysolepis,11373987,Hypodematiaceae
Drypetes roxburghii,3076081,3076079,Drypetes roxburghii (Wall.) Hurus.,Plantae,Putranjiva,Putranjiva roxburghii,3076079,Putranjivaceae
Duhaldea cappa,8661547,,Duhaldea cappa (Buch.-Ham. ex D.Don) Pruski & Anderb.,Plantae,Duhaldea,Duhaldea cappa,8661547,Asteraceae
Durio zibethinus,3152230,,Durio zibethinus Murray,Plantae,Durio,Durio zibethinus,3152230,Malvaceae
Echinops galalensis,5392744,,Echinops galalensis Schweinf.,Plantae,Echinops,Echinops galalensis,5392744,Asteraceae
Echinops kebericho,5392691,,Echinops kebericho Mesfin,Plantae,Echinops,Echinops kebericho,5392691,Asteraceae
Echinops niveus,7880458,,Echinops niveus Wall. ex DC.,Plantae,Echinops,Echinops niveus,7880458,Asteraceae
Echinops ritro,5392950,,Echinops ritro L.,Plantae,Echinops,Echinops ritro,5392950,Asteraceae
Echiochilon pauciflorum,4060378,,Echiochilon pauciflorum (Stocks) Långström & M.W.Chase,Plantae,Echiochilon,Echiochilon pauciflorum,4060378,Boraginaceae
Eclipta alba,5384955,,Eclipta alba (L.) Hassk.,Plantae,Eclipta,Eclipta alba,5384955,Asteraceae
Elaeagnus angustifolia,3039269,,Elaeagnus angustifolia L.,Plantae,Elaeagnus,Elaeagnus angustifolia,3039269,Elaeagnaceae
Epigaea repens,2882805,,Epigaea repens L.,Plantae,Epigaea,Epigaea repens,2882805,Ericaceae
Epilobium dodonaei,12041591,,Epilobium dodonaei Vill.,Plantae,Chamaenerion,Chamaenerion dodonaei,12041591,Onagraceae
Eremanthus veadeiroensis,3133631,,Eremanthus veadeiroensis H.Rob.,Plantae,Eremanthus,Eremanthus veadeiroensis,3133631,Asteraceae
Eremophila serrulata,5565588,,Eremophila serrulata (A.DC.) Druce,Plantae,Eremophila,Eremophila serrulata,5565588,Scrophulariaceae
Eria subsessilis,2789395,2789394,Eria subsessilis Schltr.,Plantae,Trichotosia,Trichotosia subsessilis,2789394,Orchidaceae
Eria tomentosa,2815758,6315486,Eria tomentosa (J.Koenig) Hook.f.,Plantae,Dendrolirium,Dendrolirium tomentosum,6315486,Orchidaceae
Erica andevalensis,7328079,5684224,Erica andevalensis Cabezudo & J.Rivera,Plantae,Erica,Erica mackayana,5684224,Ericaceae
Erythroxylum sp.,2873937,,Erythroxylum Browne,Plantae,Erythroxylum,spp.,2873937,Erythroxylaceae
Eschenbachia blinii,8031426,,Eschenbachia blinii (H.Lév.) Brouillet,Plantae,Eschenbachia,Eschenbachia blinii,8031426,Asteraceae
Eucalyptus froggattii,3177211,,Eucalyptus froggattii Blakely,Plantae,Eucalyptus,Eucalyptus froggattii,3177211,Myrtaceae
Eupatorium perfoliatum,5402874,,Eupatorium perfoliatum L.,Plantae,Eupatorium,Eupatorium perfoliatum,5402874,Asteraceae
Euphorbia aphylla,3069165,,Euphorbia aphylla Brouss. ex Willd.,Plantae,Euphorbia,Euphorbia aphylla,3069165,Euphorbiaceae
Euphorbia bivonae,3066022,,Euphorbia bivonae Steud.,Plantae,Euphorbia,Euphorbia bivonae,3066022,Euphorbiaceae
Euphorbia cyparissias,3070106,,Euphorbia cyparissias L.,Plantae,Euphorbia,Euphorbia cyparissias,3070106,Euphorbiaceae
Euphorbia piscatoria,3068817,,Euphorbia piscatoria Aiton,Plantae,Euphorbia,Euphorbia piscatoria,3068817,Euphorbiaceae
Euphorbia pseudocactus,3068759,,Euphorbia pseudocactus A.Berger,Plantae,Euphorbia,Euphorbia pseudocactus,3068759,Euphorbiaceae
Euphorbia sancta,3065332,3065329,Euphorbia sancta Pax,Plantae,Euphorbia,Euphorbia ampliphylla,3065329,Euphorbiaceae
Euphrasia nemorosa,3171964,,Euphrasia nemorosa (Pers.) Wallr.,Plantae,Euphrasia,Euphrasia nemorosa,3171964,Orobanchaceae
Euthamia graminifolia,3092782,,Euthamia graminifolia (L.) Nutt.,Plantae,Euthamia,Euthamia graminifolia,3092782,Asteraceae
Ferula marmarica,3637559,,Ferula marmarica Asch. & Taub.,Plantae,Ferula,Ferula marmarica,3637559,Apiaceae
Ficus cordata,8141207,,Ficus cordata Thunb.,Plantae,Ficus,Ficus cordata,8141207,Moraceae
Ficus pandurata,8037208,,Ficus pandurata Hance,Plantae,Ficus,Ficus pandurata,8037208,Moraceae
Ficus pumila,5361930,,Ficus pumila L.,Plantae,Ficus,Ficus pumila,5361930,Moraceae
Ficus sarmentosa var. thunbergii,5834097,,Ficus sarmentosa var. thunbergii (Maxim.) Corner,Plantae,Ficus,Ficus sarmentosa,5834097,Moraceae
Ficus septica,7852448,,Ficus septica Burm.fil.,Plantae,Ficus,Ficus septica,7852448,Moraceae
Ficus virens,9512597,,Ficus virens Aiton,Plantae,Ficus,Ficus virens,9512597,Moraceae
Fraxinus americana,3172327,,Fraxinus americana L.,Plantae,Fraxinus,Fraxinus americana,3172327,Oleaceae
Fritillaria ningguoensis,5300432,5300425,Fritillaria ningguoensis S.C.Chen & S.F.Yin,Plantae,Fritillaria,Fritillaria monantha,5300425,Liliaceae
Gaillardia aristata,5387859,,Gaillardia aristata Pursh,Plantae,Gaillardia,Gaillardia aristata,5387859,Asteraceae
Galactites tomentosus,3137579,,Galactites tomentosa Moench,Plantae,Galactites,Galactites tomentosa,3137579,Asteraceae
Gaultheria procumbens,2882753,,Gaultheria procumbens L.,Plantae,Gaultheria,Gaultheria procumbens,2882753,Ericaceae
Gentiana davidii var. formosana,8035487,,Gentiana davidii var. formosana (Hayata) T.N.Ho,Plantae,Gentiana,Gentiana davidii,8035487,Gentianaceae
Gentiana lutea,3170040,,Gentiana lutea L.,Plantae,Gentiana,Gentiana lutea,3170040,Gentianaceae
Gentiana macrophylla,7761022,,Gentiana macrophylla Pall.,Plantae,Gentiana,Gentiana macrophylla,7761022,Gentianaceae
Gentiana scabra,7270205,,Gentiana scabra Bunge,Plantae,Gentiana,Gentiana scabra,7270205,Gentianaceae
Gerbera jamesonii,7969761,,Gerbera jamesonii Adlam,Plantae,Gerbera,Gerbera jamesonii,7969761,Asteraceae
Girgensohnia diptera,6285728,,Girgensohnia diptera Bunge,Plantae,Girgensohnia,Girgensohnia diptera,6285728,Amaranthaceae
Gladiolus italicus,2749791,,Gladiolus italicus Mill.,Plantae,Gladiolus,Gladiolus italicus,2749791,Iridaceae
Glycyrrhiza triphylla,2965773,,Glycyrrhiza triphylla Fisch. & C.A.Mey.,Plantae,Glycyrrhiza,Glycyrrhiza triphylla,2965773,Fabaceae
Gonocaryum calleryanum,3597176,,Gonocaryum calleryanum (Baill.) Becc.,Plantae,Gonocaryum,Gonocaryum calleryanum,3597176,Cardiopteridaceae
Grindelia nana,3146262,3146233,Grindelia nana Nutt.,Plantae,Grindelia,Grindelia hirsutula,3146233,Asteraceae
Guarea guidonia,3190500,,Guarea guidonia (L.) Sleumer,Plantae,Guarea,Guarea guidonia,3190500,Meliaceae
Gustavia longifolia,5383753,,Gustavia longifolia Poepp. ex O.Berg,Plantae,Gustavia,Gustavia longifolia,5383753,Lecythidaceae
Gymnadenia conopsea,7845022,,Gymnadenia conopsea (L.) R.Br.,Plantae,Gymnadenia,Gymnadenia conopsea,7845022,Orchidaceae
Gynura japonica,3139807,,Gynura japonica (Thunb.) Juel,Plantae,Gynura,Gynura japonica,3139807,Asteraceae
Hakea saligna,7287619,3999194,Hakea saligna (Andrews) Knight,Plantae,Hakea,Hakea salicifolia,3999194,Proteaceae
Halopitys incurvus,4278380,5823913,Halopitys incurvus (Hudson) Batters,Plantae,Halopithys,Halopithys incurvus,5823913,Rhodomelaceae
Haloxylon salicornicum,3758958,,Haloxylon salicornicum (Moq.) Bunge ex Boiss.,Plantae,Haloxylon,Haloxylon salicornicum,3758958,Amaranthaceae
Hedysarum multijugum,2961023,3973632,Hedysarum multijugum Maxim.,Plantae,Corethrodendron,Corethrodendron multijugum,3973632,Fabaceae
Helianthus debilis,3119191,,Helianthus debilis Nutt.,Plantae,Helianthus,Helianthus debilis,3119191,Asteraceae
Helianthus radula,3119165,,Helianthus radula (Pursh) Torr. & A.Gray,Plantae,Helianthus,Helianthus radula,3119165,Asteraceae
Hieracium canadense,7784498,,Hieracium canadense Froel.,Plantae,Hieracium,Hieracium canadense,7784498,Asteraceae
Hieracium gymnocephalum,3136593,,Hieracium gymnocephalum Griseb. ex Pant.,Plantae,Hieracium,Hieracium gymnocephalum,3136593,Asteraceae
Hieracium kalmii,8205836,,Hieracium kalmii Symons,Plantae,Hieracium,Hieracium kalmii,8205836,Asteraceae
Himatanthus articulatus,3621740,,Himatanthus articulatus (Vahl) Woodson,Plantae,Himatanthus,Himatanthus articulatus,3621740,Apocynaceae
Hippocratea volubilis,3169012,,Hippocratea volubilis L.,Plantae,Hippocratea,Hippocratea volubilis,3169012,Celastraceae
Hippophae rhamnoides,3039285,,Hippophae rhamnoides L.,Plantae,Hippophae,Hippophae rhamnoides,3039285,Elaeagnaceae
Hoffmannia strigillosa,5335443,,Hoffmannia strigillosa Hemsl.,Plantae,Hoffmannia,Hoffmannia strigillosa,5335443,Rubiaceae
Hololepis pedunculata,5399485,,Hololepis pedunculata (DC. ex Pers.) DC.,Plantae,Hololepis,Hololepis pedunculata,5399485,Asteraceae
Hoslundia opposita,3884477,,Hoslundia opposita Vahl,Plantae,Hoslundia,Hoslundia opposita,3884477,Lamiaceae
Hoya australis,7150750,,Hoya australis R.Br. ex J.Traill,Plantae,Hoya,Hoya australis,7150750,Apocynaceae
Hoya naumannii,3573187,,Hoya naumannii Schltr.,Plantae,Hoya,Hoya naumannii,3573187,Apocynaceae
Hymenoxys scaposa,6064308,3112398,Hymenoxys scaposa (DC.) K.F.Parker,Plantae,Tetraneuris,Tetraneuris scaposa,3112398,Asteraceae
Hypericum triquetrifolium,3715163,,Hypericum triquetrifolium Turra,Plantae,Hypericum,Hypericum triquetrifolium,3715163,Hypericaceae
Hypolepis punctata,5275021,,Hypolepis punctata (Thunb. ex Murray) Mett.,Plantae,Hypolepis,Hypolepis punctata,5275021,Dennstaedtiaceae
Ilex aquifolium,5414222,,Ilex aquifolium L.,Plantae,Ilex,Ilex aquifolium,5414222,Aquifoliaceae
Ilex goshiensis,5533526,,Ilex goshiensis Hayata,Plantae,Ilex,Ilex goshiensis,5533526,Aquifoliaceae
Ilex latifolia,7315699,,Ilex latifolia Thunb.,Plantae,Ilex,Ilex latifolia,7315699,Aquifoliaceae
Ilex verticillata,5414267,,Ilex verticillata (L.) A.Gray,Plantae,Ilex,Ilex verticillata,5414267,Aquifoliaceae
Inga paterno,5357735,,Inga paterno Harms,Plantae,Inga,Inga paterno,5357735,Fabaceae
Inula japonica,3148520,,Inula japonica Thunb.,Plantae,Inula,Inula japonica,3148520,Asteraceae
Inula multicaulis,3148412,,Inula multicaulis Fisch. & C.A.Mey.,Plantae,Inula,Inula multicaulis,3148412,Asteraceae
Iodes cirrhosa,5529383,,Iodes cirrhosa Turcz.,Plantae,Iodes,Iodes cirrhosa,5529383,Icacinaceae
Iris hoogiana,5297989,,Iris hoogiana Dykes,Plantae,Iris,Iris hoogiana,5297989,Iridaceae
Iris versicolor,5298019,,Iris versicolor L.,Plantae,Iris,Iris versicolor,5298019,Iridaceae
Iris x germanica,5298069,,Iris × germanica L.,Plantae,Iris,Iris germanica,5298069,Iridaceae
Isoplexis chalcantha,3741191,8013319,Isoplexis chalcantha Svent. & O'Shan.,Plantae,Digitalis,Digitalis chalcantha,8013319,Plantaginaceae
Ixeridium gracile,8015209,,Ixeridium gracile (Wall. ex DC.) Pak & Kawano,Plantae,Ixeridium,Ixeridium gracile,8015209,Asteraceae
Ixeris chinensis,8151301,,Ixeris chinensis (Thunb.) Kitag.,Plantae,Ixeris,Ixeris chinensis,8151301,Asteraceae
Ixeris japonica,3115579,,Ixeris japonica (Burm.fil.) Nakai,Plantae,Ixeris,Ixeris japonica,3115579,Asteraceae
Ixora chinensis,2905600,,Ixora chinensis Lam.,Plantae,Ixora,Ixora chinensis,2905600,Rubiaceae
Ixora coccinea,8793122,,Ixora coccinea Comm. ex Lam.,Plantae,Ixora,Ixora coccinea,8793122,Rubiaceae
Jaborosa caulescens,7299981,,Jaborosa caulescens Gillies & Hook.,Plantae,Jaborosa,Jaborosa caulescens,7299981,Solanaceae
Jasminum azoricum,3172271,,Jasminum azoricum L.,Plantae,Jasminum,Jasminum azoricum,3172271,Oleaceae
Jasminum fluminense,3172270,,Jasminum fluminense Vell.,Plantae,Jasminum,Jasminum fluminense,3172270,Oleaceae
Jasminum grandiflorum,3172262,,Jasminum grandiflorum L.,Plantae,Jasminum,Jasminum grandiflorum,3172262,Oleaceae
Jungermannia subulata,11409633,,Jungermannia subulata A.Evans,Plantae,Liochlaena,Liochlaena subulata,11409633,Jungermanniaceae
Juniperus horizontalis,2684410,,Juniperus horizontalis Moench,Plantae,Juniperus,Juniperus horizontalis,2684410,Cupressaceae
Juniperus rigida var. conferta,8179098,2684523,Juniperus rigida var. conferta (Parl.) Patschke,Plantae,Juniperus,Juniperus rigida,2684523,Cupressaceae
Justicia simplex,3769275,,Rostellularia Rchb.,Plantae,Rostellularia,spp.,3769275,Acanthaceae
Kalanchoe pinnata,2985930,,Kalanchoe pinnata (Lam.) Pers.,Plantae,Kalanchoe,Kalanchoe pinnata,2985930,Crassulaceae
Kalmia angustifolia,2883007,,Kalmia angustifolia L.,Plantae,Kalmia,Kalmia angustifolia,2883007,Ericaceae
Karelinia,3130921,,Karelinia Less.,Plantae,Karelinia,spp.,3130921,Asteraceae
Kielmeyera pumila,7330227,,Kielmeyera pumila Pohl,Plantae,Kielmeyera,Kielmeyera pumila,7330227,Calophyllaceae
Knightia deplanchei,5638589,7760447,Knightia deplanchei Vieill. ex Brongn. & Gris,Plantae,Eucarpha,Eucarpha deplanchei,7760447,Proteaceae
Koompassia malaccensis,7711019,,Koompassia malaccensis Maingay,Plantae,Koompassia,Koompassia malaccensis,7711019,Fabaceae
Lactuca tatarica,9123250,,Lactuca tatarica (L.) C.A.Mey.,Plantae,Lactuca,Lactuca tatarica,9123250,Asteraceae
Lemaireocereus griseus,3943074,7284733,Lemaireocereus griseus (Haw.) Britton & Rose,Plantae,Stenocereus,Stenocereus griseus,7284733,Cactaceae
Leontodon filii,3137549,,Leontodon filii (Hochst.) Paiva & Ormonde,Plantae,Leontodon,Leontodon filii,3137549,Asteraceae
Leptadenia hastata,3580243,10993291,"Leptadenia hastata (Pers.) Decne., 1844",Plantae,Leptadenia,Leptadenia lanceolata,10993291,Apocynaceae
Lespedeza davidii,2955816,,Lespedeza davidii Franch.,Plantae,Lespedeza,Lespedeza davidii,2955816,Fabaceae
Lessingianthus rubricaulis,3125184,,Lessingianthus rubricaulis (Bonpl.) H.Rob.,Plantae,Lessingianthus,Lessingianthus rubricaulis,3125184,Asteraceae
Leucanthemum maximum,5401002,,Leucanthemum maximum (Ramond) DC.,Plantae,Leucanthemum,Leucanthemum maximum,5401002,Asteraceae
Libocedrus yateensis,2683845,,Libocedrus yateensis Guillaumin,Plantae,Libocedrus,Libocedrus yateensis,2683845,Cupressaceae
Ligularia amplexicaulis,5395529,,Ligularia amplexicaulis (Wall.) DC.,Plantae,Ligularia,Ligularia amplexicaulis,5395529,Asteraceae
Ligularia veitchiana,5395467,,Ligularia veitchiana (Hemsl.) Greenm.,Plantae,Ligularia,Ligularia veitchiana,5395467,Asteraceae
Lotus albus,5632206,5354800,Lotus albus Janka,Plantae,Lotus,Lotus strictus,5354800,Fabaceae
Lupinus cosentinii,2963937,,Lupinus cosentinii Guss.,Plantae,Lupinus,Lupinus cosentinii,2963937,Fabaceae
Luxemburgia nobilis,3695112,,Luxemburgia nobilis Eichler ex Engl.,Plantae,Luxemburgia,Luxemburgia nobilis,3695112,Ochnaceae
Lychnophora markgravii,5399403,9397703,"Lychnophora markgravii G.M.Barroso, 1956",Plantae,Maschalostachys,Maschalostachys markgrafii,9397703,Asteraceae
Macrotyloma biflorum var. biflorum,7301760,,Macrotyloma biflorum var. biflorum,Plantae,Macrotyloma,Macrotyloma biflorum,7301760,Fabaceae
Maianthemum canadense,2769544,,Maianthemum canadense Desf.,Plantae,Maianthemum,Maianthemum canadense,2769544,Asparagaceae
Malva sylvestris,3152374,,Malva sylvestris L.,Plantae,Malva,Malva sylvestris,3152374,Malvaceae
Marsdenia oreophila,3576107,12194284,Marsdenia oreophila W.W.Sm.,Plantae,Sinomarsdenia,Sinomarsdenia oreophila,12194284,Apocynaceae
Marsdenia tinctoria,7653972,,Marsdenia tinctoria R.Br.,Plantae,Marsdenia,Marsdenia tinctoria,7653972,Apocynaceae
Marsypianthes chamaedrys,2926970,,Marsypianthes chamaedrys (Vahl) Kuntze,Plantae,Marsypianthes,Marsypianthes chamaedrys,2926970,Lamiaceae
Maytenus buxifolia,7265803,3791381,Maytenus buxifolia (A.Rich.) Griseb.,Plantae,Monteverdia,Monteverdia buxifolia,3791381,Celastraceae
Maytenus salicifolia,3794167,,Maytenus salicifolia Reissek,Plantae,Maytenus,Maytenus salicifolia,3794167,Celastraceae
Melaleuca uncinata,5416071,,Melaleuca uncinata R.Br.,Plantae,Melaleuca,Melaleuca uncinata,5416071,Myrtaceae
Melastoma malabathricum,3188511,,Melastoma malabathricum L.,Plantae,Melastoma,Melastoma malabathricum,3188511,Melastomataceae
Mesembryanthemum anatomicum,3708156,3705537,Mesembryanthemum anatomicum Haw.,Plantae,Mesembryanthemum,Mesembryanthemum emarcidum,3705537,Aizoaceae
Metanarthecium luteoviride,2756019,,Metanarthecium luteoviride Maxim.,Plantae,Metanarthecium,Metanarthecium luteoviride,2756019,Nartheciaceae
Metzgeria pubescens,5710240,,Metzgeria pubescens (Schrank) Raddi,Plantae,Metzgeria,Metzgeria pubescens,5710240,Metzgeriaceae
Micromelum minutum,7269555,,Micromelum minutum (G.Forst.) Wight & Arn.,Plantae,Micromelum,Micromelum minutum,7269555,Rutaceae
Mikania haenkeana,5398720,,Mikania haenkeana DC.,Plantae,Mikania,Mikania haenkeana,5398720,Asteraceae
Mikania micrantha,5398421,,Mikania micrantha Kunth,Plantae,Mikania,Mikania micrantha,5398421,Asteraceae
Mikania stipulacea,5398668,,Mikania stipulacea (Vahl) Willd.,Plantae,Mikania,Mikania stipulacea,5398668,Asteraceae
Millettia erythrocalyx,5355740,,Millettia erythrocalyx Gagnep.,Plantae,Millettia,Millettia erythrocalyx,5355740,Fabaceae
Millettia usaramensis,5355738,,Millettia usaramensis Taub.,Plantae,Millettia,Millettia usaramensis,5355738,Fabaceae
Mirabilis jalapa,3086240,,Mirabilis jalapa L.,Plantae,Mirabilis,Mirabilis jalapa,3086240,Nyctaginaceae
Mitchella repens,5338762,,Mitchella repens L.,Plantae,Mitchella,Mitchella repens,5338762,Rubiaceae
Mitragyna stipulosa,2896586,,Mitragyna stipulosa (DC.) Kuntze,Plantae,Mitragyna,Mitragyna stipulosa,2896586,Rubiaceae
Mollinedia costaricensis,3782997,,Mollinedia costaricensis Donn.Sm.,Plantae,Mollinedia,Mollinedia costaricensis,3782997,Monimiaceae
